first_line,text,len,note,text_raw,len_raw
"  Not with a club the heart is broken,","  Not with a club the heart is broken,
  
  Nor with a stone;
  
  A whip, so small you could not see it.
  
  I've known
  

  To lash the magic creature
  
  Till it fell,
  
  Yet that whip's name too noble
  
  Then to tell.
  

  Magnanimous of bird
  
  By boy descried,
  
  To sing unto the stone
  
  Of which it died.",327,,not with a club the heart is broken nor with a stone a whip so small you could not see it ive known to lash the magic creature till it fell yet that whips name too noble then to tell magnanimous of bird by boy descried to sing unto the stone of which it died,258
"  My friend must be a bird,","  My friend must be a bird,
  
  Because it flies!
  
  Mortal my friend must be,
  
  Because it dies!
  
  Barbs has it, like a bee.
  
  Ah, curious friend,
  
  Thou puzzlest me!",182,,my friend must be a bird because it flies mortal my friend must be because it dies barbs has it like a bee ah curious friend thou puzzlest me,141
"  He touched me, so I live to know","  He touched me, so I live to know
  
  That such a day, permitted so,
  
  I groped upon his breast.
  
  It was a boundless place to me,
  
  And silenced, as the awful sea
  
  Puts minor streams to rest.
  

  And now, I'm different from before,
  
  As if I breathed superior air,
  
  Or brushed a royal gown;
  
  My feet, too, that had wandered so,
  
  My gypsy face transfigured now
  
  To tenderer renown.",417,,he touched me so i live to know that such a day permitted so i groped upon his breast it was a boundless place to me and silenced as the awful sea puts minor streams to rest and now im different from before as if i breathed superior air or brushed a royal gown my feet too that had wandered so my gypsy face transfigured now to tenderer renown,343
  Let me not mar that perfect dream,"  Let me not mar that perfect dream
  
  By an auroral stain,
  
  But so adjust my daily night
  
  That it will come again.",125,,let me not mar that perfect dream by an auroral stain but so adjust my daily night that it will come again,106
"  I live with him, I see his face;","  I live with him, I see his face;
  
  I go no more away
  
  For visitor, or sundown;
  
  Death's single privacy,
  

  The only one forestalling mine,
  
  And that by right that he
  
  Presents a claim invisible,
  
  No wedlock granted me.
  

  I live with him, I hear his voice,
  
  I stand alive to-day
  
  To witness to the certainty
  
  Of immortality
  

  Taught me by Time, — the lower way,
  
  Conviction every day, —
  
  That life like this is endless,
  
  Be judgment what it may.",504,,i live with him i see his face i go no more away for visitor or sundown deaths single privacy the only one forestalling mine and that by right that he presents a claim invisible no wedlock granted me i live with him i hear his voice i stand alive today to witness to the certainty of immortality taught me by time the lower way conviction every day that life like this is endless be judgment what it may,403
"  I envy seas whereon he rides,","  I envy seas whereon he rides,
  
  I envy spokes of wheels
  
  Of chariots that him convey,
  
  I envy speechless hills
  

  That gaze upon his journey;
  
  How easy all can see
  
  What is forbidden utterly
  
  As heaven, unto me!
  

  I envy nests of sparrows
  
  That dot his distant eaves,
  
  The wealthy fly upon his pane,
  
  The happy, happy leaves
  

  That just abroad his window
  
  Have summer's leave to be,
  
  The earrings of Pizarro
  
  Could not obtain for me.
  

  I envy light that wakes him,
  
  And bells that boldly ring
  
  To tell him it is noon abroad, —
  
  Myself his noon could bring,
  

  Yet interdict my blossom
  
  And abrogate my bee,
  
  Lest noon in everlasting night
  
  Drop Gabriel and me.",751,,i envy seas whereon he rides i envy spokes of wheels of chariots that him convey i envy speechless hills that gaze upon his journey how easy all can see what is forbidden utterly as heaven unto me i envy nests of sparrows that dot his distant eaves the wealthy fly upon his pane the happy happy leaves that just abroad his window have summers leave to be the earrings of pizarro could not obtain for me i envy light that wakes him and bells that boldly ring to tell him it is noon abroad myself his noon could bring yet interdict my blossom and abrogate my bee lest noon in everlasting night drop gabriel and me,611
"  A solemn thing it was, I said,","  A solemn thing it was, I said,
  
  A woman white to be,
  
  And wear, if God should count me fit,
  
  Her hallowed mystery.
  

  A timid thing to drop a life
  
  Into the purple well,
  
  Too plummetless that it come back
  
  Eternity until.",250,,a solemn thing it was i said a woman white to be and wear if god should count me fit her hallowed mystery a timid thing to drop a life into the purple well too plummetless that it come back eternity until,204
  The springtime's pallid landscape,"  The springtime's pallid landscape
  
  Will glow like bright bouquet,
  
  Though drifted deep in parian
  
  The village lies to-day.
  

  The lilacs, bending many a year,
  
  With purple load will hang;
  
  The bees will not forget the tune
  
  Their old forefathers sang.
  

  The rose will redden in the bog,
  
  The aster on the hill
  
  Her everlasting fashion set,
  
  And covenant gentians frill,
  

  Till summer folds her miracle
  
  As women do their gown,
  
  Or priests adjust the symbols
  
  When sacrament is done.",543,,the springtimes pallid landscape will glow like bright bouquet though drifted deep in parian the village lies today the lilacs bending many a year with purple load will hang the bees will not forget the tune their old forefathers sang the rose will redden in the bog the aster on the hill her everlasting fashion set and covenant gentians frill till summer folds her miracle as women do their gown or priests adjust the symbols when sacrament is done,450
  She slept beneath a tree,"  She slept beneath a tree
  
  Remembered but by me.
  
  I touched her cradle mute;
  
  She recognized the foot,
  
  Put on her carmine suit, —
  
  And see!",161,,she slept beneath a tree remembered but by me i touched her cradle mute she recognized the foot put on her carmine suit and see,127
  A light exists in spring,"  A light exists in spring
  
  Not present on the year
  
  At any other period.
  
  When March is scarcely here
  

  A color stands abroad
  
  On solitary hills
  
  That science cannot overtake,
  
  But human nature feels.
  

  It waits upon the lawn;
  
  It shows the furthest tree
  
  Upon the furthest slope we know;
  
  It almost speaks to me.
  

  Then, as horizons step,
  
  Or noons report away,
  
  Without the formula of sound,
  
  It passes, and we stay:
  

  A quality of loss
  
  Affecting our content,
  
  As trade had suddenly encroached
  
  Upon a sacrament.",592,,a light exists in spring not present on the year at any other period when march is scarcely here a color stands abroad on solitary hills that science cannot overtake but human nature feels it waits upon the lawn it shows the furthest tree upon the furthest slope we know it almost speaks to me then as horizons step or noons report away without the formula of sound it passes and we stay a quality of loss affecting our content as trade had suddenly encroached upon a sacrament,477
  A lady red upon the hill,"  A lady red upon the hill
  
  Her annual secret keeps;
  
  A lady white within the field
  
  In placid lily sleeps!
  

  The tidy breezes with their brooms
  
  Sweep vale, and hill, and tree!
  
  Prithee, my pretty housewives!
  
  Who may expected be?
  

  The neighbors do not yet suspect!
  
  The woods exchange a smile —
  
  Orchard, and buttercup, and bird —
  
  In such a little while!
  

  And yet how still the landscape stands,
  
  How nonchalant the wood,
  
  As if the resurrection
  
  Were nothing very odd!",534,,a lady red upon the hill her annual secret keeps a lady white within the field in placid lily sleeps the tidy breezes with their brooms sweep vale and hill and tree prithee my pretty housewives who may expected be the neighbors do not yet suspect the woods exchange a smile orchard and buttercup and bird in such a little while and yet how still the landscape stands how nonchalant the wood as if the resurrection were nothing very odd,435
"  Dear March, come in!","  Dear March, come in!
  
  How glad I am!
  
  I looked for you before.
  
  Put down your hat —
  
  You must have walked —
  
  How out of breath you are!
  
  Dear March, how are you?
  
  And the rest?
  
  Did you leave Nature well?
  
  Oh, March, come right upstairs with me,
  
  I have so much to tell!
  

  I got your letter, and the birds';
  
  The maples never knew
  
  That you were coming, — I declare,
  
  How red their faces grew!
  
  But, March, forgive me —
  
  And all those hills
  
  You left for me to hue;
  
  There was no purple suitable,
  
  You took it all with you.
  

  Who knocks? That April!
  
  Lock the door!
  
  I will not be pursued!
  
  He stayed away a year, to call
  
  When I am occupied.
  
  But trifles look so trivial
  
  As soon as you have come,
  
  That blame is just as dear as praise
  
  And praise as mere as blame.",880,,dear march come in how glad i am i looked for you before put down your hat you must have walked how out of breath you are dear march how are you and the rest did you leave nature well oh march come right upstairs with me i have so much to tell i got your letter and the birds the maples never knew that you were coming i declare how red their faces grew but march forgive me and all those hills you left for me to hue there was no purple suitable you took it all with you who knocks that april lock the door i will not be pursued he stayed away a year to call when i am occupied but trifles look so trivial as soon as you have come that blame is just as dear as praise and praise as mere as blame,696
"  We like March, his shoes are purple,","  We like March, his shoes are purple,
  
  He is new and high;
  
  Makes he mud for dog and peddler,
  
  Makes he forest dry;
  
  Knows the adder's tongue his coming,
  
  And begets her spot.
  
  Stands the sun so close and mighty
  
  That our minds are hot.
  
  News is he of all the others;
  
  Bold it were to die
  
  With the blue-birds buccaneering
  
  On his British sky.",388,,we like march his shoes are purple he is new and high makes he mud for dog and peddler makes he forest dry knows the adders tongue his coming and begets her spot stands the sun so close and mighty that our minds are hot news is he of all the others bold it were to die with the bluebirds buccaneering on his british sky,319
  Not knowing when the dawn will come,"  Not knowing when the dawn will come
  
  I open every door;
  
  Or has it feathers like a bird,
  
  Or billows like a shore?",128,,not knowing when the dawn will come i open every door or has it feathers like a bird or billows like a shore,108
"  A murmur in the trees to note,","  A murmur in the trees to note,
  
  Not loud enough for wind;
  
  A star not far enough to seek,
  
  Nor near enough to find;
  

  A long, long yellow on the lawn,
  
  A hubbub as of feet;
  
  Not audible, as ours to us,
  
  But dapperer, more sweet;
  

  A hurrying home of little men
  
  To houses unperceived, —
  
  All this, and more, if I should tell,
  
  Would never be believed.
  

  Of robins in the trundle bed
  
  How many I espy
  
  Whose nightgowns could not hide the wings,
  
  Although I heard them try!
  

  But then I promised ne'er to tell;
  
  How could I break my word?
  
  So go your way and I'll go mine, —
  
  No fear you'll miss the road.",681,,a murmur in the trees to note not loud enough for wind a star not far enough to seek nor near enough to find a long long yellow on the lawn a hubbub as of feet not audible as ours to us but dapperer more sweet a hurrying home of little men to houses unperceived all this and more if i should tell would never be believed of robins in the trundle bed how many i espy whose nightgowns could not hide the wings although i heard them try but then i promised neer to tell how could i break my word so go your way and ill go mine no fear youll miss the road,551
"  Morning is the place for dew,","  Morning is the place for dew,
  
  Corn is made at noon,
  
  After dinner light for flowers,
  
  Dukes for setting sun!",123,,morning is the place for dew corn is made at noon after dinner light for flowers dukes for setting sun,102
  To my quick ear the leaves conferred;,"  To my quick ear the leaves conferred;
  
  The bushes they were bells;
  
  I could not find a privacy
  
  From Nature's sentinels.
  

  In cave if I presumed to hide,
  
  The walls began to tell;
  
  Creation seemed a mighty crack
  
  To make me visible.",262,,to my quick ear the leaves conferred the bushes they were bells i could not find a privacy from natures sentinels in cave if i presumed to hide the walls began to tell creation seemed a mighty crack to make me visible,217
"  A sepal, petal, and a thorn","  A sepal, petal, and a thorn
  
  Upon a common summer's morn,
  
  A flash of dew, a bee or two,
  
  A breeze
  
  A caper in the trees, —
  
  And I'm a rose!",162,,a sepal petal and a thorn upon a common summers morn a flash of dew a bee or two a breeze a caper in the trees and im a rose,124
  High from the earth I heard a bird;,"  High from the earth I heard a bird;
  
  He trod upon the trees
  
  As he esteemed them trifles,
  
  And then he spied a breeze,
  
  And situated softly
  
  Upon a pile of wind
  
  Which in a perturbation
  
  Nature had left behind.
  
  A joyous-going fellow
  
  I gathered from his talk,
  
  Which both of benediction
  
  And badinage partook,
  
  Without apparent burden,
  
  I learned, in leafy wood
  
  He was the faithful father
  
  Of a dependent brood;
  
  And this untoward transport
  
  His remedy for care, —
  
  A contrast to our respites.
  
  How different we are!",596,,high from the earth i heard a bird he trod upon the trees as he esteemed them trifles and then he spied a breeze and situated softly upon a pile of wind which in a perturbation nature had left behind a joyousgoing fellow i gathered from his talk which both of benediction and badinage partook without apparent burden i learned in leafy wood he was the faithful father of a dependent brood and this untoward transport his remedy for care a contrast to our respites how different we are,484
  The spider as an artist,"  The spider as an artist
  
  Has never been employed
  
  Though his surpassing merit
  
  Is freely certified
  

  By every broom and Bridget
  
  Throughout a Christian land.
  
  Neglected son of genius,
  
  I take thee by the hand.",239,,the spider as an artist has never been employed though his surpassing merit is freely certified by every broom and bridget throughout a christian land neglected son of genius i take thee by the hand,198
  What mystery pervades a well!,"  What mystery pervades a well!
  
  The water lives so far,
  
  Like neighbor from another world
  
  Residing in a jar.
  

  The grass does not appear afraid;
  
  I often wonder he
  
  Can stand so close and look so bold
  
  At what is dread to me.
  

  Related somehow they may be, —
  
  The sedge stands next the sea,
  
  Where he is floorless, yet of fear
  
  No evidence gives he.
  

  But nature is a stranger yet;
  
  The ones that cite her most
  
  Have never passed her haunted house,
  
  Nor simplified her ghost.
  

  To pity those that know her not
  
  Is helped by the regret
  
  That those who know her, know her less
  
  The nearer her they get.",678,,what mystery pervades a well the water lives so far like neighbor from another world residing in a jar the grass does not appear afraid i often wonder he can stand so close and look so bold at what is dread to me related somehow they may be the sedge stands next the sea where he is floorless yet of fear no evidence gives he but nature is a stranger yet the ones that cite her most have never passed her haunted house nor simplified her ghost to pity those that know her not is helped by the regret that those who know her know her less the nearer her they get,561
"  To make a prairie it takes a clover and one bee, —","  To make a prairie it takes a clover and one bee, —
  
  One clover, and a bee,
  
  And revery.
  
  The revery alone will do
  
  If bees are few.",149,,to make a prairie it takes a clover and one bee one clover and a bee and revery the revery alone will do if bees are few,120
"  It's like the light, —","  It's like the light, —
  
  A fashionless delight
  
  It's like the bee, —
  
  A dateless melody.
  

  It's like the woods,
  
  Private like breeze,
  
  Phraseless, yet it stirs
  
  The proudest trees.
  

  It's like the morning, —
  
  Best when it's done, —
  
  The everlasting clocks
  
  Chime noon.",313,,its like the light a fashionless delight its like the bee a dateless melody its like the woods private like breeze phraseless yet it stirs the proudest trees its like the morning best when its done the everlasting clocks chime noon,231
  A dew sufficed itself,"  A dew sufficed itself
  
  And satisfied a leaf,
  
  And felt, 'how vast a destiny!
  
  How trivial is life!'
  

  The sun went out to work,
  
  The day went out to play,
  
  But not again that dew was seen
  
  By physiognomy.
  

  Whether by day abducted,
  
  Or emptied by the sun
  
  Into the sea, in passing,
  
  Eternally unknown.",347,,a dew sufficed itself and satisfied a leaf and felt how vast a destiny how trivial is life the sun went out to work the day went out to play but not again that dew was seen by physiognomy whether by day abducted or emptied by the sun into the sea in passing eternally unknown,275
"  His bill an auger is,","  His bill an auger is,
  
  His head, a cap and frill.
  
  He laboreth at every tree, —
  
  A worm his utmost goal.",118,,his bill an auger is his head a cap and frill he laboreth at every tree a worm his utmost goal,94
"  Sweet is the swamp with its secrets,","  Sweet is the swamp with its secrets,
  
  Until we meet a snake;
  
  'T is then we sigh for houses,
  
  And our departure take
  
  At that enthralling gallop
  
  That only childhood knows.
  
  A snake is summer's treason,
  
  And guile is where it goes.",261,,sweet is the swamp with its secrets until we meet a snake t is then we sigh for houses and our departure take at that enthralling gallop that only childhood knows a snake is summers treason and guile is where it goes,216
"  Could I but ride indefinite,","  Could I but ride indefinite,
  
  As doth the meadow-bee,
  
  And visit only where I liked,
  
  And no man visit me,
  

  And flirt all day with buttercups,
  
  And marry whom I may,
  
  And dwell a little everywhere,
  
  Or better, run away
  

  With no police to follow,
  
  Or chase me if I do,
  
  Till I should jump peninsulas
  
  To get away from you, —
  

  I said, but just to be a bee
  
  Upon a raft of air,
  
  And row in nowhere all day long,
  
  And anchor off the bar,—
  
  What liberty! So captives deem
  
  Who tight in dungeons are.",567,,could i but ride indefinite as doth the meadowbee and visit only where i liked and no man visit me and flirt all day with buttercups and marry whom i may and dwell a little everywhere or better run away with no police to follow or chase me if i do till i should jump peninsulas to get away from you i said but just to be a bee upon a raft of air and row in nowhere all day long and anchor off the bar what liberty so captives deem who tight in dungeons are,456
  The moon was but a chin of gold,"  The moon was but a chin of gold
  
  A night or two ago,
  
  And now she turns her perfect face
  
  Upon the world below.
  

  Her forehead is of amplest blond;
  
  Her cheek like beryl stone;
  
  Her eye unto the summer dew
  
  The likest I have known.
  

  Her lips of amber never part;
  
  But what must be the smile
  
  Upon her friend she could bestow
  
  Were such her silver will!
  

  And what a privilege to be
  
  But the remotest star!
  
  For certainly her way might pass
  
  Beside your twinkling door.
  

  Her bonnet is the firmament,
  
  The universe her shoe,
  
  The stars the trinkets at her belt,
  
  Her dimities of blue.",662,,the moon was but a chin of gold a night or two ago and now she turns her perfect face upon the world below her forehead is of amplest blond her cheek like beryl stone her eye unto the summer dew the likest i have known her lips of amber never part but what must be the smile upon her friend she could bestow were such her silver will and what a privilege to be but the remotest star for certainly her way might pass beside your twinkling door her bonnet is the firmament the universe her shoe the stars the trinkets at her belt her dimities of blue,548
  The bat is dun with wrinkled wings,"  The bat is dun with wrinkled wings
  
  Like fallow article,
  
  And not a song pervades his lips,
  
  Or none perceptible.
  

  His small umbrella, quaintly halved,
  
  Describing in the air
  
  An arc alike inscrutable, —
  
  Elate philosopher!
  

  Deputed from what firmament
  
  Of what astute abode,
  
  Empowered with what malevolence
  
  Auspiciously withheld.
  

  To his adroit Creator
  
  Ascribe no less the praise;
  
  Beneficent, believe me,
  
  His eccentricities.",495,,the bat is dun with wrinkled wings like fallow article and not a song pervades his lips or none perceptible his small umbrella quaintly halved describing in the air an arc alike inscrutable elate philosopher deputed from what firmament of what astute abode empowered with what malevolence auspiciously withheld to his adroit creator ascribe no less the praise beneficent believe me his eccentricities,400
"  You've seen balloons set, haven't you?","  You've seen balloons set, haven't you?
  
  So stately they ascend
  
  It is as swans discarded you
  
  For duties diamond.
  

  Their liquid feet go softly out
  
  Upon a sea of blond;
  
  They spurn the air as 't were too mean
  
  For creatures so renowned.
  

  Their ribbons just beyond the eye,
  
  They struggle some for breath,
  
  And yet the crowd applauds below;
  
  They would not encore death.
  

  The gilded creature strains and spins,
  
  Trips frantic in a tree,
  
  Tears open her imperial veins
  
  And tumbles in the sea.
  

  The crowd retire with an oath
  
  The dust in streets goes down,
  
  And clerks in counting-rooms observe,
  
  ''T was only a balloon.'",701,,youve seen balloons set havent you so stately they ascend it is as swans discarded you for duties diamond their liquid feet go softly out upon a sea of blond they spurn the air as t were too mean for creatures so renowned their ribbons just beyond the eye they struggle some for breath and yet the crowd applauds below they would not encore death the gilded creature strains and spins trips frantic in a tree tears open her imperial veins and tumbles in the sea the crowd retire with an oath the dust in streets goes down and clerks in countingrooms observe t was only a balloon,578
"  The cricket sang,","  The cricket sang,
  
  And set the sun,
  
  And workmen finished, one by one,
  
  Their seam the day upon.
  

  The low grass loaded with the dew,
  
  The twilight stood as strangers do
  
  With hat in hand, polite and new,
  
  To stay as if, or go.
  

  A vastness, as a neighbor, came, —
  
  A wisdom without face or name,
  
  A peace, as hemispheres at home, —
  
  And so the night became.",404,,the cricket sang and set the sun and workmen finished one by one their seam the day upon the low grass loaded with the dew the twilight stood as strangers do with hat in hand polite and new to stay as if or go a vastness as a neighbor came a wisdom without face or name a peace as hemispheres at home and so the night became,324
  Drab habitation of whom?,"  Drab habitation of whom?
  
  Tabernacle or tomb,
  
  Or dome of worm,
  
  Or porch of gnome,
  
  Or some elf's catacomb?",126,,drab habitation of whom tabernacle or tomb or dome of worm or porch of gnome or some elfs catacomb,98
  A sloop of amber slips away,"  A sloop of amber slips away
  
  Upon an ether sea,
  
  And wrecks in peace a purple tar,
  
  The son of ecstasy.",117,,a sloop of amber slips away upon an ether sea and wrecks in peace a purple tar the son of ecstasy,97
  Of bronze and blaze,"  Of bronze and blaze
  
  The north, to-night!
  
  So adequate its forms,
  
  So preconcerted with itself,
  
  So distant to alarms, —
  
  An unconcern so sovereign
  
  To universe, or me,
  
  It paints my simple spirit
  
  With tints of majesty,
  
  Till I take vaster attitudes,
  
  And strut upon my stem,
  
  Disdaining men and oxygen,
  
  For arrogance of them.
  

  My splendors are menagerie;
  
  But their competeless show
  
  Will entertain the centuries
  
  When I am, long ago,
  
  An island in dishonored grass,
  
  Whom none but daisies know.",573,,of bronze and blaze the north tonight so adequate its forms so preconcerted with itself so distant to alarms an unconcern so sovereign to universe or me it paints my simple spirit with tints of majesty till i take vaster attitudes and strut upon my stem disdaining men and oxygen for arrogance of them my splendors are menagerie but their competeless show will entertain the centuries when i am long ago an island in dishonored grass whom none but daisies know,460
"  How the old mountains drip with sunset,","  How the old mountains drip with sunset,
  
  And the brake of dun!
  
  How the hemlocks are tipped in tinsel
  
  By the wizard sun!
  

  How the old steeples hand the scarlet,
  
  Till the ball is full, —
  
  Have I the lip of the flamingo
  
  That I dare to tell?
  

  Then, how the fire ebbs like billows,
  
  Touching all the grass
  
  With a departing, sapphire feature,
  
  As if a duchess pass!
  

  How a small dusk crawls on the village
  
  Till the houses blot;
  
  And the odd flambeaux no men carry
  
  Glimmer on the spot!
  

  Now it is night in nest and kennel,
  
  And where was the wood,
  
  Just a dome of abyss is nodding
  
  Into solitude! —
  

  These are the visions baffled Guido;
  
  Titian never told;
  
  Domenichino dropped the pencil,
  
  Powerless to unfold.",810,,how the old mountains drip with sunset and the brake of dun how the hemlocks are tipped in tinsel by the wizard sun how the old steeples hand the scarlet till the ball is full have i the lip of the flamingo that i dare to tell then how the fire ebbs like billows touching all the grass with a departing sapphire feature as if a duchess pass how a small dusk crawls on the village till the houses blot and the odd flambeaux no men carry glimmer on the spot now it is night in nest and kennel and where was the wood just a dome of abyss is nodding into solitude these are the visions baffled guido titian never told domenichino dropped the pencil powerless to unfold,664
  The murmuring of bees has ceased;,"  The murmuring of bees has ceased;
  
  But murmuring of some
  
  Posterior, prophetic,
  
  Has simultaneous come, —
  

  The lower metres of the year,
  
  When nature's laugh is done, —
  
  The Revelations of the book
  
  Whose Genesis is June.",252,,the murmuring of bees has ceased but murmuring of some posterior prophetic has simultaneous come the lower metres of the year when natures laugh is done the revelations of the book whose genesis is june,202
  This world is not conclusion;,"  This world is not conclusion;
  
  A sequel stands beyond,
  
  Invisible, as music,
  
  But positive, as sound.
  
  It beckons and it baffles;
  
  Philosophies don't know,
  
  And through a riddle, at the last,
  
  Sagacity must go.
  
  To guess it puzzles scholars;
  
  To gain it, men have shown
  
  Contempt of generations,
  
  And crucifixion known.",365,,this world is not conclusion a sequel stands beyond invisible as music but positive as sound it beckons and it baffles philosophies dont know and through a riddle at the last sagacity must go to guess it puzzles scholars to gain it men have shown contempt of generations and crucifixion known,292
  We learn in the retreating,"  We learn in the retreating
  
  How vast an one
  
  Was recently among us.
  
  A perished sun
  

  Endears in the departure
  
  How doubly more
  
  Than all the golden presence
  
  It was before!",203,,we learn in the retreating how vast an one was recently among us a perished sun endears in the departure how doubly more than all the golden presence it was before,163
"  They say that 'time assuages,' —","  They say that 'time assuages,' —
  
  Time never did assuage;
  
  An actual suffering strengthens,
  
  As sinews do, with age.
  

  Time is a test of trouble,
  
  But not a remedy.
  
  If such it prove, it prove too
  
  There was no malady.",248,,they say that time assuages time never did assuage an actual suffering strengthens as sinews do with age time is a test of trouble but not a remedy if such it prove it prove too there was no malady,197
"  We cover thee, sweet face.","  We cover thee, sweet face.
  
  Not that we tire of thee,
  
  But that thyself fatigue of us;
  
  Remember, as thou flee,
  
  We follow thee until
  
  Thou notice us no more,
  
  And then, reluctant, turn away
  
  To con thee o'er and o'er,
  
  And blame the scanty love
  
  We were content to show,
  
  Augmented, sweet, a hundred fold
  
  If thou would'st take it now.",382,,we cover thee sweet face not that we tire of thee but that thyself fatigue of us remember as thou flee we follow thee until thou notice us no more and then reluctant turn away to con thee oer and oer and blame the scanty love we were content to show augmented sweet a hundred fold if thou wouldst take it now,308
"  That is solemn we have ended, —","  That is solemn we have ended, —
  
  Be it but a play,
  
  Or a glee among the garrets,
  
  Or a holiday,
  

  Or a leaving home; or later,
  
  Parting with a world
  
  We have understood, for better
  
  Still it be unfurled.",233,,that is solemn we have ended be it but a play or a glee among the garrets or a holiday or a leaving home or later parting with a world we have understood for better still it be unfurled,185
"  The stimulus, beyond the grave","  The stimulus, beyond the grave
  
  His countenance to see,
  
  Supports me like imperial drams
  
  Afforded royally.",121,,the stimulus beyond the grave his countenance to see supports me like imperial drams afforded royally,101
"  Given in marriage unto thee,","  Given in marriage unto thee,
  
  Oh, thou celestial host!
  
  Bride of the Father and the Son,
  
  Bride of the Holy Ghost!
  

  Other betrothal shall dissolve,
  
  Wedlock of will decay;
  
  Only the keeper of this seal
  
  Conquers mortality.",253,,given in marriage unto thee oh thou celestial host bride of the father and the son bride of the holy ghost other betrothal shall dissolve wedlock of will decay only the keeper of this seal conquers mortality,207
  That such have died enables us,"  That such have died enables us
  
  The tranquiller to die;
  
  That such have lived, certificate
  
  For immortality.",122,,that such have died enables us the tranquiller to die that such have lived certificate for immortality,102
"  They won't frown always, — some sweet day","  They won't frown always, — some sweet day
  
  When I forget to tease,
  
  They'll recollect how cold I looked,
  
  And how I just said 'please.'
  

  Then they will hasten to the door
  
  To call the little child,
  
  Who cannot thank them, for the ice
  
  That on her lisping piled.",292,,they wont frown always some sweet day when i forget to tease theyll recollect how cold i looked and how i just said please then they will hasten to the door to call the little child who cannot thank them for the ice that on her lisping piled,241
"  It is an honorable thought,","  It is an honorable thought,
  
  And makes one lift one's hat,
  
  As one encountered gentlefolk
  
  Upon a daily street,
  

  That we've immortal place,
  
  Though pyramids decay,
  
  And kingdoms, like the orchard,
  
  Flit russetly away.",248,,it is an honorable thought and makes one lift ones hat as one encountered gentlefolk upon a daily street that weve immortal place though pyramids decay and kingdoms like the orchard flit russetly away,200
  The distance that the dead have gone,"  The distance that the dead have gone
  
  Does not at first appear;
  
  Their coming back seems possible
  
  For many an ardent year.
  

  And then, that we have followed them
  
  We more than half suspect,
  
  So intimate have we become
  
  With their dear retrospect.",277,,the distance that the dead have gone does not at first appear their coming back seems possible for many an ardent year and then that we have followed them we more than half suspect so intimate have we become with their dear retrospect,234
"  How dare the robins sing,","  How dare the robins sing,
  
  When men and women hear
  
  Who since they went to their account
  
  Have settled with the year! —
  
  Paid all that life had earned
  
  In one consummate bill,
  
  And now, what life or death can do
  
  Is immaterial.
  
  Insulting is the sun
  
  To him whose mortal light,
  
  Beguiled of immortality,
  
  Bequeaths him to the night.
  
  In deference to him
  
  Extinct be every hum,
  
  Whose garden wrestles with the dew,
  
  At daybreak overcome!",498,,how dare the robins sing when men and women hear who since they went to their account have settled with the year paid all that life had earned in one consummate bill and now what life or death can do is immaterial insulting is the sun to him whose mortal light beguiled of immortality bequeaths him to the night in deference to him extinct be every hum whose garden wrestles with the dew at daybreak overcome,408
  Death is like the insect,"  Death is like the insect
  
  Menacing the tree,
  
  Competent to kill it,
  
  But decoyed may be.
  

  Bait it with the balsam,
  
  Seek it with the knife,
  
  Baffle, if it cost you
  
  Everything in life.
  

  Then, if it have burrowed
  
  Out of reach of skill,
  
  Ring the tree and leave it, —
  
  'T is the vermin's will.",340,,death is like the insect menacing the tree competent to kill it but decoyed may be bait it with the balsam seek it with the knife baffle if it cost you everything in life then if it have burrowed out of reach of skill ring the tree and leave it t is the vermins will,266
"  'T is sunrise, little maid, hast thou","  'T is sunrise, little maid, hast thou
  
  No station in the day?
  
  'T was not thy wont to hinder so, —
  
  Retrieve thine industry.
  

  'T is noon, my little maid, alas!
  
  And art thou sleeping yet?
  
  The lily waiting to be wed,
  
  The bee, dost thou forget?
  

  My little maid, 't is night; alas,
  
  That night should be to thee
  
  Instead of morning! Hadst thou broached
  
  Thy little plan to me,
  
  Dissuade thee if I could not, sweet,
  
  I might have aided thee.",495,,t is sunrise little maid hast thou no station in the day t was not thy wont to hinder so retrieve thine industry t is noon my little maid alas and art thou sleeping yet the lily waiting to be wed the bee dost thou forget my little maid t is night alas that night should be to thee instead of morning hadst thou broached thy little plan to me dissuade thee if i could not sweet i might have aided thee,400
  Each that we lose takes part of us;,"  Each that we lose takes part of us;
  
  A crescent still abides,
  
  Which like the moon, some turbid night,
  
  Is summoned by the tides.",143,,each that we lose takes part of us a crescent still abides which like the moon some turbid night is summoned by the tides,121
  Not any higher stands the grave,"  Not any higher stands the grave
  
  For heroes than for men;
  
  Not any nearer for the child
  
  Than numb three-score and ten.
  

  This latest leisure equal lulls
  
  The beggar and his queen;
  
  Propitiate this democrat
  
  By summer's gracious mien.",264,,not any higher stands the grave for heroes than for men not any nearer for the child than numb threescore and ten this latest leisure equal lulls the beggar and his queen propitiate this democrat by summers gracious mien,220
